## Northumbria University, Release r32 (SWID 119)
## 01-01-2024 10:00:00
## -1071 377 -592 257 1618 -697 605 -251 0
## Dockable table = FALSE
# v1raw v2raw  v1 v2  ppu resp  gx gy gz mark
8 -60 0 0 -301 -487 0 2 -1 0000
18 13 0 0 -327 -500 3 -2 4 0000
-14 -26 0 0 -285 -532 1 1 -1 0000
-60 -29 -1 -1 -321 -515 0 0 -1 0000
-27 -31 -1 0 -313 -503 -1 1 -1 0000
-16 -15 0 0 -308 -522 2 -2 3 0000
-24 -1 0 0 -287 -536 -2 2 2 0000
-117 -51 -2 -1 -324 -497 3 1 2 0000
-156 -84 -3 -2 -293 -490 -2 -2 3 0000
-156 -123 -3 -2 -295 -476 -1 -1 -1 0000
-205 -104 -4 -2 -309 -490 -2 0 1 0000
-226 -155 -5 -3 -309 -499 1 0 0 0000
-255 -101 -5 -3 -299 -480 -2 -2 2 0000
-214 -106 -4 -3 -305 -481 0 1 0 0000
-118 -46 -2 -1 -294 -450 -1 -1 0 0000
-105 -27 -2 -1 -284 -486 1 2 -1 0000
75 44 2 1 -301 -502 -1 2 -1 0000
163 83 3 2 -289 -478 1 1 2 0000
431 252 9 5 -301 -501 3 1 3 0000
749 461 15 9 -293 -506 0 3 -1 0000
1115 683 22 13 -266 -470 0 -2 -4 0000
1479 888 30 18 -280 -458 -2 2 2 0000
1757 1062 35 21 -286 -435 0 -1 2 0000
1832 1120 37 22 -292 -497 4 0 1 0001
1724 1022 34 21 -284 -495 -1 -2 -2 0000
1462 885 29 18 -264 -507 -3 -3 0 0000
1074 607 21 13 -263 -472 -1 0 2 0000
753 458 15 9 -273 -500 0 1 -2 0000
315 210 6 4 -263 -468 -2 4 1 0000
165 113 3 2 -290 -465 4 -1 3 0000
-38 -25 -1 0 -277 -488 0 4 -2 0000
-118 -56 -2 -1 -277 -478 1 -1 0 0000
-152 -56 -3 -2 -257 -437 4 1 0 0000
-173 -105 -3 -2 -248 -451 2 2 4 0000
-207 -171 -4 -2 -221 -464 -3 0 -2 0000
-108 -56 -2 -1 -251 -446 5 2 1 0000
-158 -79 -3 -2 -223 -444 -3 1 -2 0000
-30 -9 -1 0 -205 -483 -1 0 -3 0000
-18 22 0 0 -213 -448 1 3 1 0000
-11 -18 0 0 -221 -461 1 1 -1 0000
33 24 1 0 -224 -466 0 0 0 0000
132 113 3 2 -197 -461 -2 -1 -1 0000
219 116 4 3 -200 -459 1 0 0 0000
183 95 4 2 -214 -450 -1 -2 0 0000
227 127 5 3 -191 -458 1 1 -1 0000
234 106 5 3 -206 -419 1 1 4 0000
204 121 4 2 -184 -436 -2 -1 4 0000
266 135 5 3 -184 -435 -2 -2 0 0000
261 121 5 3 -162 -431 3 2 -1 0000
271 177 5 3 -144 -496 0 -2 -1 0000
308 166 6 4 -181 -427 -3 1 3 0000
314 214 6 4 -161 -407 1 -4 3 0000
286 167 6 3 -135 -429 0 1 0 0000
330 201 7 4 -106 -458 2 0 0 0000
304 217 6 4 -141 -435 2 -5 1 0000
363 227 7 4 -99 -417 -1 -2 -6 0000
343 197 7 4 -101 -447 3 0 -1 0000
381 220 8 5 -85 -427 -2 -3 -2 0000
390 236 8 5 -53 -391 7 5 0 0000
381 230 8 5 -57 -437 5 -2 -1 0000
412 241 8 5 -31 -432 -3 1 -2 0000
424 249 8 5 -66 -421 2 3 1 0000
407 247 8 5 5 -434 2 -1 0 0000
456 283 9 5 0 -392 -2 1 0 0000
468 261 9 6 1 -407 -1 3 -6 0000
411 230 8 5 -9 -386 2 0 0 0000
410 240 8 5 3 -416 0 1 -3 0000
451 262 9 5 9 -358 1 -4 0 0000
409 239 8 5 69 -395 -3 2 -2 0000
422 254 8 5 92 -377 0 -1 0 0000
458 308 9 5 65 -379 2 -2 4 0000
414 238 8 5 91 -380 2 -2 -4 0000
369 206 7 4 109 -376 1 1 -1 0000
441 292 9 5 131 -359 -2 1 -1 0000
367 210 7 4 159 -351 -5 1 2 0000
367 190 7 4 129 -392 -1 3 0 0000
308 149 6 4 135 -373 -1 0 -1 0000
414 226 8 5 165 -326 1 1 3 0000
387 208 8 5 163 -355 1 3 2 0000
382 227 8 5 189 -367 3 0 -1 0000
382 199 8 5 196 -378 0 5 0 0000
344 214 7 4 189 -346 0 1 0 0000
299 163 6 4 225 -326 -1 -3 -2 0000
336 196 7 4 230 -360 2 -2 0 0000
345 217 7 4 238 -349 2 1 1 0000
248 157 5 3 255 -330 1 -1 -1 0000
261 131 5 3 278 -330 2 0 0 0000
257 139 5 3 264 -316 1 1 0 0000
214 126 4 3 281 -303 0 2 0 0000
260 155 5 3 288 -331 -1 2 -3 0000
209 85 4 3 276 -337 -2 1 2 0000
252 125 5 3 277 -337 -2 -2 -1 0000
203 132 4 2 282 -291 0 3 1 0000
212 113 4 3 266 -311 -1 2 2 0000
225 102 5 3 295 -293 2 -4 -2 0000
175 97 4 2 323 -300 0 -1 -4 0000
189 83 4 2 279 -312 -2 -1 -2 0000
153 110 3 2 291 -307 -1 1 0 0000
92 95 2 1 308 -333 -3 0 -1 0000
129 80 3 2 290 -294 -2 -1 4 0000
141 81 3 2 302 -303 0 1 0 0000
127 72 3 2 279 -293 -3 0 4 0000
100 63 2 1 306 -284 0 0 5 0000
62 31 1 1 312 -298 -1 3 2 0000
111 40 2 1 271 -287 2 3 0 0000
59 48 1 1 269 -255 3 1 2 0000
43 -18 1 1 274 -254 -1 -2 3 0000
94 44 2 1 268 -247 -4 -1 3 0000
35 15 1 0 252 -252 -3 3 1 0000
75 39 2 1 238 -242 -1 -2 0 0000
64 56 1 1 248 -245 2 -4 0 0000
21 -20 0 0 207 -254 0 4 -1 0000
94 30 2 1 210 -218 -1 0 0 0000
38 13 1 0 197 -236 -1 1 -1 0000
89 77 2 1 223 -221 0 2 -3 0000
37 -9 1 0 181 -235 0 0 1 0000
32 36 1 0 195 -213 2 2 -2 0000
47 25 1 1 176 -203 0 2 -2 0000
36 33 1 0 156 -217 -3 4 -2 0000
35 44 1 0 138 -265 3 0 3 0000
18 1 0 0 139 -219 2 2 -3 0000
7 3 0 0 133 -229 0 1 -1 0000
61 21 1 1 102 -206 -1 1 4 0000
18 -26 0 0 67 -200 2 1 -1 0000
0 10 0 0 59 -217 0 -1 -4 0000
26 16 1 0 70 -185 -1 1 0 0000
17 -3 0 0 20 -208 3 0 1 0000
-25 23 -1 0 23 -215 -2 0 -1 0000
31 21 1 0 31 -199 1 -1 3 0000
45 31 1 1 8 -175 -2 2 -2 0000
49 4 1 1 6 -241 -3 -1 1 0000
51 50 1 1 -14 -161 3 -1 1 0000
10 -16 0 0 -14 -178 2 2 -3 0000
30 0 1 0 -48 -195 1 0 0 0000
9 -2 0 0 -76 -196 1 0 -3 0000
20 44 0 0 -44 -189 -3 0 3 0000
3 -6 0 0 -88 -168 1 1 4 0000
6 14 0 0 -71 -119 3 2 0 0000
58 15 1 1 -93 -152 0 -1 -3 0000
31 27 1 0 -115 -149 2 -4 -2 0000
32 43 1 0 -100 -121 1 -3 1 0000
91 64 2 1 -113 -123 -3 0 -2 0000
38 22 1 0 -123 -132 -1 -2 2 0000
23 32 0 0 -114 -153 3 3 0 0000
62 28 1 1 -167 -112 2 0 0 0000
25 8 0 0 -136 -136 -1 1 3 0000
81 33 2 1 -170 -68 0 0 0 0000
28 23 1 0 -200 -109 -1 4 2 0000
21 9 0 0 -190 -108 0 -1 2 0000
4 4 0 0 -191 -101 0 0 -1 0000
49 69 1 1 -205 -93 -2 1 -3 0000
84 37 2 1 -221 -90 0 -1 1 0000
29 -3 1 0 -212 -119 -4 -2 4 0000
48 -6 1 1 -211 -81 2 -1 -1 0000
50 -9 1 1 -226 -95 -1 -5 4 0000
82 18 2 1 -231 -106 -2 -1 0 0000
60 75 1 1 -258 -53 3 -3 1 0000
8 22 0 0 -235 -74 -2 0 0 0000
19 30 0 0 -259 -73 2 -4 1 0000
18 -23 0 0 -236 -21 -1 -3 0 0000
44 40 1 1 -232 -95 2 -1 -1 0000
40 1 1 0 -229 -53 -4 1 -2 0000
51 13 1 1 -275 -23 -1 -1 0 0000
20 12 0 0 -254 -37 0 -1 -1 0000
29 29 1 0 -259 -29 0 0 1 0000
62 32 1 1 -252 -13 2 1 -1 0000
37 16 1 0 -274 -21 4 3 1 0000
21 -1 0 0 -242 -37 1 -3 0 0000
69 37 1 1 -282 -18 5 0 -5 0000
41 -29 1 0 -279 -56 1 1 -1 0000
13 -16 0 0 -275 -51 0 0 -2 0000
92 51 2 1 -294 1 2 1 5 0000
5 46 0 0 -280 -38 -2 0 4 0000
-13 -26 0 0 -295 16 0 3 -3 0000
-27 -36 -1 0 -297 17 -4 2 1 0000
60 29 1 1 -311 -23 -3 1 -3 0000
25 -36 0 0 -305 14 -2 -1 -2 0000
32 28 1 0 -288 -16 -1 2 -1 0000
49 65 1 1 -318 6 0 3 -4 0000
27 52 1 0 -276 59 -1 1 1 0000
-8 -20 0 0 -309 20 -3 -5 -4 0000
-18 -7 0 0 -321 77 -1 5 2 0000
31 36 1 0 -309 48 0 -1 0 0000
46 52 1 1 -278 17 3 0 -1 0000
-28 1 -1 0 -273 10 -2 1 -1 0000
50 3 1 1 -306 49 0 -1 0 0000
54 -2 1 1 -291 26 -3 1 1 0000
80 55 2 1 -280 88 0 -1 -1 0000
46 33 1 1 -315 50 2 0 0 0000
47 -4 1 1 -275 59 -4 -2 3 0000
59 52 1 1 -275 69 -5 -1 5 0000
41 40 1 0 -292 91 1 -1 3 0000
39 -3 1 0 -291 94 -2 -3 0 0000
45 28 1 1 -279 88 0 0 -2 0000
63 40 1 1 -306 85 5 -3 -2 0000
28 9 1 0 -313 78 -2 0 -1 0000
25 37 1 0 -300 94 -2 3 1 0000
13 -13 0 0 -313 113 -3 2 0 0000
7 5 0 0 -308 108 -5 -3 0 0000
41 8 1 0 -314 76 -2 1 0 0000
68 30 1 1 -286 88 1 0 1 0000
-21 4 0 0 -312 87 2 3 2 0000
-18 -2 0 0 -295 131 1 -3 -3 0000
-70 -48 -1 -1 -317 141 -1 -1 0 0000
-45 -49 -1 -1 -318 98 1 1 0 0000
-118 -69 -2 -1 -316 135 1 -3 0 0000
-140 -102 -3 -2 -303 152 1 0 2 0000
-167 -112 -3 -2 -294 134 0 2 2 0000
-230 -165 -5 -3 -307 148 -1 -1 2 0000
-208 -153 -4 -2 -290 151 2 2 0 0000
-202 -158 -4 -2 -296 215 0 -3 -2 0000
-148 -96 -3 -2 -295 143 0 -1 -1 0000
-159 -129 -3 -2 -311 165 -1 -5 -1 0000
-89 -3 -2 -1 -297 177 1 -1 0 0000
75 47 1 1 -304 178 2 -3 -1 0000
194 96 4 2 -271 188 0 1 -2 0000
425 278 9 5 -287 183 -1 -2 -2 0000
761 452 15 9 -280 191 1 3 -1 0000
1114 665 22 13 -299 199 0 0 3 0000
1538 910 31 18 -277 166 2 -3 1 0000
1755 1043 35 21 -296 176 3 1 -3 0000
1849 1083 37 22 -259 212 -1 -2 1 0001
1768 1057 35 21 -294 212 0 1 0 0000
1464 856 29 18 -293 194 -2 1 1 0000
1097 663 22 13 -266 199 -3 2 1 0000
682 442 14 8 -296 190 1 -1 -1 0000
319 200 6 4 -276 228 1 0 1 0000
106 67 2 1 -259 214 1 -4 -3 0000
-19 11 0 0 -265 243 0 0 -4 0000
-154 -87 -3 -2 -256 206 -1 -1 -1 0000
-154 -123 -3 -2 -250 217 3 -3 4 0000
-168 -84 -3 -2 -246 221 -2 0 1 0000
-172 -119 -3 -2 -244 269 2 -1 1 0000
-153 -103 -3 -2 -210 232 2 0 -2 0000
-142 -97 -3 -2 -233 242 2 1 2 0000
-58 -44 -1 -1 -244 241 -1 -3 -2 0000
-9 -25 0 0 -215 249 -2 1 -1 0000
74 60 1 1 -233 253 0 2 -3 0000
136 95 3 2 -241 248 2 3 1 0000
147 83 3 2 -221 253 0 2 2 0000
126 60 3 2 -222 273 1 1 0 0000
232 147 5 3 -211 261 3 -1 1 0000
231 143 5 3 -195 270 1 -1 2 0000
223 143 4 3 -176 282 -2 2 -3 0000
165 112 3 2 -172 277 1 -1 0 0000
216 126 4 3 -183 257 0 0 -3 0000
256 160 5 3 -182 299 2 3 -3 0000
295 158 6 4 -168 300 -2 2 -1 0000
250 178 5 3 -162 300 0 -1 -1 0000
395 252 8 5 -143 290 -1 1 2 0000
236 180 5 3 -135 285 3 0 -4 0000
319 161 6 4 -137 283 2 -2 0 0000
331 233 7 4 -150 326 -3 1 2 0000
331 184 7 4 -103 323 2 -4 0 0000
354 195 7 4 -98 296 -3 1 -1 0000
397 233 8 5 -106 317 0 4 1 0000
360 173 7 4 -99 314 -1 -1 -2 0000
334 204 7 4 -65 310 -2 0 0 0000
409 240 8 5 -27 317 -1 -3 1 0000
414 268 8 5 -16 340 -1 -1 -1 0000
421 248 8 5 -36 296 0 4 0 0000
448 299 9 5 -18 331 0 1 1 0000
433 242 9 5 5 343 -2 -1 1 0000
461 296 9 6 28 367 -1 -1 -3 0000
381 270 8 5 27 373 2 0 1 0000
409 258 8 5 52 358 0 -1 -1 0000
454 277 9 5 49 379 2 -2 -1 0000
432 259 9 5 62 341 -1 0 1 0000
470 273 9 6 85 326 3 -1 1 0000
408 247 8 5 86 379 0 3 4 0000
456 251 9 5 90 346 -1 1 2 0000
409 302 8 5 120 382 -3 -2 -1 0000
389 232 8 5 126 379 -1 4 2 0000
404 228 8 5 132 373 1 1 -2 0000
408 229 8 5 158 356 -1 -4 0 0000
360 235 7 4 173 364 1 2 0 0000
364 212 7 4 169 396 1 -1 2 0000
338 232 7 4 163 370 -2 -2 2 0000
395 263 8 5 202 366 -1 1 1 0000
374 242 7 4 205 424 -2 0 2 0000
309 190 6 4 236 387 2 0 -2 0000
343 188 7 4 236 399 0 0 -2 0000
306 190 6 4 227 376 0 -1 0 0000
267 149 5 3 261 427 4 1 1 0000
299 156 6 4 229 410 -2 -2 1 0000
264 183 5 3 260 388 1 -1 -1 0000
286 133 6 3 266 392 -1 0 1 0000
241 200 5 3 252 384 -1 -3 1 0000
269 154 5 3 281 435 1 0 0 0000
206 124 4 2 299 412 -2 -1 1 0000
215 178 4 3 277 423 -3 -3 0 0000
208 139 4 2 300 441 -1 1 -1 0000
194 113 4 2 319 434 0 2 0 0000
180 85 4 2 272 426 -1 -5 1 0000
163 81 3 2 283 432 1 1 0 0000
151 95 3 2 299 432 2 0 2 0000
185 119 4 2 312 415 2 1 2 0000
163 71 3 2 289 423 -3 -3 -4 0000
109 76 2 1 294 433 -2 -1 1 0000
161 89 3 2 299 427 -1 -2 1 0000
116 67 2 1 278 449 1 0 -3 0000
86 61 2 1 285 435 1 2 2 0000
104 45 2 1 296 430 -1 -2 0 0000
88 36 2 1 261 427 1 -2 -1 0000
91 62 2 1 279 433 0 -4 0 0000
54 67 1 1 280 434 -2 2 0 0000
54 51 1 1 261 455 1 3 2 0000
116 28 2 1 229 425 0 1 0 0000
100 32 2 1 252 461 0 1 0 0000
41 42 1 0 241 485 1 2 1 0000
38 4 1 0 242 419 -3 1 0 0000
114 105 2 1 200 456 0 2 1 0000
117 59 2 1 182 471 -2 0 -3 0000
35 23 1 0 208 451 -1 -1 -2 0000
17 26 0 0 163 470 2 1 2 0000
134 76 3 2 145 461 2 -3 2 0000
60 46 1 1 169 488 3 0 -4 0000
58 37 1 1 131 450 -3 4 2 0000
54 18 1 1 151 448 -2 0 2 0000
93 45 2 1 142 483 -1 4 -1 0000
44 9 1 1 110 482 0 2 -2 0000
93 57 2 1 78 459 0 2 1 0000
42 24 1 1 83 451 2 -2 2 0000
63 23 1 1 43 492 2 -1 2 0000
16 7 0 0 74 484 0 1 -2 0000
52 44 1 1 39 452 1 4 0 0000
83 55 2 1 18 522 0 2 2 0000
42 37 1 1 20 483 0 3 0 0000
85 52 2 1 -7 482 0 -2 2 0000
128 90 3 2 0 487 -1 1 3 0000
74 13 1 1 -61 501 1 4 3 0000
39 15 1 0 -50 465 2 0 -2 0000
49 24 1 1 -39 486 3 3 2 0000
33 20 1 0 -100 460 0 -2 0 0000
111 35 2 1 -106 473 2 1 -2 0000
-43 2 -1 -1 -87 473 1 -1 -1 0000
48 48 1 1 -93 473 0 -2 -4 0000
49 33 1 1 -99 492 2 1 1 0000
52 51 1 1 -116 521 -1 1 3 0000
-1 -3 0 0 -109 459 -2 2 6 0000
52 46 1 1 -117 489 -1 2 0 0000
51 48 1 1 -152 532 -3 0 -2 0000
84 70 2 1 -140 503 0 -2 6 0000
62 33 1 1 -178 538 2 0 0 0000
79 44 2 1 -169 516 0 4 0 0000
17 41 0 0 -188 481 0 1 0 0000
42 -1 1 1 -185 499 1 -3 -1 0000
52 45 1 1 -209 481 -2 -1 1 0000
54 50 1 1 -207 477 2 -2 -1 0000
25 -22 1 0 -227 514 2 3 1 0000
90 49 2 1 -205 522 -1 -1 2 0000
28 47 1 0 -211 472 -4 1 -3 0000
-2 1 0 0 -216 455 1 3 -3 0000
58 28 1 1 -227 451 -2 -1 4 0000
66 25 1 1 -251 495 -1 0 1 0000
74 37 1 1 -239 500 1 0 2 0000
18 24 0 0 -247 504 0 1 3 0000
39 29 1 0 -261 502 -3 -1 0 0000
6 16 0 0 -242 494 1 2 -3 0000
72 36 1 1 -229 519 -1 -2 -5 0000
57 25 1 1 -269 494 3 2 1 0000
74 25 1 1 -262 499 0 1 0 0000
64 48 1 1 -273 501 2 2 -2 0000
28 39 1 0 -289 513 -1 0 -3 0000
52 27 1 1 -266 518 1 1 0 0000
-11 13 0 0 -266 485 1 0 -4 0000
61 37 1 1 -259 498 -2 -2 2 0000
75 36 2 1 -245 507 1 0 -1 0000
20 24 0 0 -287 495 -1 2 2 0000
-18 -38 0 0 -297 496 -3 -2 5 0000
1 -16 0 0 -296 494 -1 1 0 0000
13 31 0 0 -300 491 0 -1 -1 0000
84 62 2 1 -270 486 0 2 -1 0000
47 31 1 1 -294 476 0 0 -1 0000
9 1 0 0 -279 472 0 -3 -3 0000
63 43 1 1 -293 479 3 5 -3 0000
-19 -57 0 0 -288 478 0 3 -1 0000
39 9 1 0 -316 496 -2 -1 -1 0000
80 33 2 1 -310 501 2 0 -1 0000
36 23 1 0 -339 494 1 -2 2 0000
86 66 2 1 -316 526 3 -1 -3 0000
101 32 2 1 -297 492 1 0 -1 0000
12 -2 0 0 -292 509 4 -1 1 0000
12 -8 0 0 -266 531 3 -1 -4 0000
19 12 0 0 -321 506 -2 2 3 0000
63 38 1 1 -303 477 0 -2 -3 0000
72 22 1 1 -306 499 0 2 -3 0000
83 25 2 1 -285 480 2 -3 -5 0000
86 51 2 1 -301 498 2 -1 0 0000
79 67 2 1 -296 460 -2 4 -2 0000
75 33 2 1 -299 484 -2 1 5 0000
52 63 1 1 -296 487 1 -1 1 0000
20 7 0 0 -317 483 0 0 1 0000
25 -6 0 0 -288 482 3 0 1 0000
58 22 1 1 -279 475 2 2 -2 0000
95 56 2 1 -299 498 1 2 0 0000
93 56 2 1 -291 492 0 0 0 0000
-21 3 0 0 -323 488 1 0 -4 0000
3 9 0 0 -275 489 2 -2 -1 0000
56 26 1 1 -292 494 -4 -1 -3 0000
-38 4 -1 0 -267 476 -1 -2 4 0000
-82 -34 -2 -1 -299 474 1 2 -3 0000
-48 -35 -1 -1 -273 458 1 1 0 0000
-51 -44 -1 -1 -301 499 1 -1 0 0000
-82 -28 -2 -1 -297 507 -1 -1 -2 0000
-156 -85 -3 -2 -297 487 -1 -2 2 0000
-171 -89 -3 -2 -312 465 2 3 0 0000
-183 -109 -4 -2 -295 462 3 4 2 0000
-190 -81 -4 -2 -286 471 -3 -1 -1 0000
-264 -160 -5 -3 -302 461 -4 0 -1 0000
-94 -52 -2 -1 -312 462 -1 1 1 0000
-59 -55 -1 -1 -303 470 5 -2 -1 0000
88 44 2 1 -268 473 1 1 -2 0000
198 121 4 2 -327 468 2 -2 1 0000
401 230 8 5 -297 427 2 1 2 0000
800 506 16 10 -277 461 -3 0 2 0000
1135 690 23 14 -305 405 1 0 0 0000
1593 975 32 19 -256 442 0 0 3 0000
1780 1032 36 21 -301 396 2 -2 6 0000
1881 1101 38 23 -298 452 0 -2 0 0001
1768 1023 35 21 -269 440 1 -3 0 0000
1453 882 29 17 -258 460 0 4 -2 0000
1089 685 22 13 -291 386 2 0 -1 0000
752 410 15 9 -268 433 -3 2 -3 0000
425 259 8 5 -305 438 -2 2 0 0000
165 120 3 2 -255 404 1 0 1 0000
-47 -6 -1 -1 -221 425 2 3 5 0000
-67 -16 -1 -1 -256 402 -1 0 -1 0000
-210 -122 -4 -3 -289 438 1 -2 1 0000
-198 -137 -4 -2 -252 441 0 1 3 0000
-104 -50 -2 -1 -246 423 0 -2 0 0000
-126 -81 -3 -2 -244 421 2 1 0 0000
-67 -66 -1 -1 -247 414 -1 4 -1 0000
-32 -19 -1 0 -234 404 -4 -1 -3 0000
-20 -16 0 0 -279 390 0 1 0 0000
42 16 1 1 -220 415 2 -1 1 0000
107 93 2 1 -236 386 0 -1 -1 0000
49 -10 1 1 -218 381 1 -5 4 0000
139 90 3 2 -218 401 -1 -2 -3 0000
211 184 4 3 -211 375 -2 2 1 0000
197 131 4 2 -205 386 4 2 3 0000
213 157 4 3 -180 445 -1 1 -2 0000
262 154 5 3 -176 393 1 0 1 0000
233 144 5 3 -191 335 0 -2 1 0000
282 168 6 3 -136 357 0 -1 -2 0000
234 129 5 3 -149 348 0 -4 2 0000
254 202 5 3 -144 384 2 -4 0 0000
254 123 5 3 -155 381 1 0 -1 0000
320 172 6 4 -129 345 3 4 0 0000
325 185 6 4 -102 373 0 0 -1 0000
387 235 8 5 -90 334 -4 -4 2 0000
355 249 7 4 -109 357 0 -1 0 0000
409 262 8 5 -93 379 2 -2 -6 0000
438 252 9 5 -108 372 2 3 2 0000
376 207 8 5 -47 335 3 0 -3 0000
413 236 8 5 -39 396 3 -1 -1 0000
385 237 8 5 -57 339 0 -4 1 0000
441 278 9 5 -41 349 -1 3 0 0000
394 230 8 5 -33 339 -1 1 2 0000
402 189 8 5 -19 347 -1 -1 2 0000
447 235 9 5 24 342 2 0 3 0000
445 260 9 5 20 311 -6 0 1 0000
454 276 9 5 -7 328 2 3 0 0000
450 293 9 5 68 356 0 -2 -1 0000
432 262 9 5 57 321 3 -2 -1 0000
444 288 9 5 77 331 2 0 0 0000
494 313 10 6 70 317 -2 4 5 0000
442 280 9 5 107 311 3 1 -1 0000
399 253 8 5 101 262 0 3 2 0000
408 238 8 5 114 306 1 1 3 0000
394 228 8 5 109 279 0 4 0 0000
392 246 8 5 119 301 1 2 -3 0000
373 199 7 4 164 295 1 -2 0 0000
323 217 6 4 144 291 0 2 4 0000
411 261 8 5 185 296 -2 2 2 0000
400 245 8 5 203 267 4 2 -1 0000
361 210 7 4 231 277 -2 1 2 0000
335 217 7 4 225 283 4 -2 2 0000
320 185 6 4 233 274 -2 -3 2 0000
343 213 7 4 215 291 -1 -2 -2 0000
325 182 6 4 263 255 -5 0 -3 0000
317 177 6 4 260 262 -1 3 2 0000
291 183 6 3 262 246 -1 2 -1 0000
296 185 6 4 284 225 -2 2 0 0000
277 179 6 3 256 236 -1 1 3 0000
268 156 5 3 284 200 -3 3 -2 0000
253 147 5 3 291 223 3 -4 2 0000
275 193 6 3 250 254 1 0 0 0000
181 107 4 2 265 205 0 -3 0 0000
246 158 5 3 271 214 0 -1 0 0000
180 94 4 2 290 232 -1 0 0 0000
177 70 4 2 277 205 -2 1 2 0000
170 118 3 2 289 223 -3 -3 1 0000
145 79 3 2 328 210 2 0 0 0000
72 52 1 1 302 192 -2 -2 -1 0000
130 94 3 2 276 203 -1 -1 -1 0000
132 71 3 2 332 230 -1 0 -4 0000
71 24 1 1 274 203 -3 2 0 0000
133 85 3 2 278 220 -1 -3 -2 0000
91 44 2 1 269 187 1 -1 -3 0000
146 77 3 2 275 205 -4 4 0 0000
105 69 2 1 264 216 0 0 1 0000
68 39 1 1 294 195 -2 1 0 0000
92 76 2 1 258 195 2 -3 1 0000
90 39 2 1 270 178 5 -4 0 0000
106 60 2 1 247 194 2 -2 5 0000
71 83 1 1 227 149 1 1 -1 0000
11 -22 0 0 223 170 0 3 1 0000
30 -10 1 0 214 166 -3 -1 3 0000
41 12 1 0 193 148 2 1 1 0000
77 40 2 1 192 145 -2 3 2 0000
54 41 1 1 206 156 0 4 -2 0000
42 -6 1 1 168 157 2 0 -1 0000
34 40 1 0 159 114 1 1 2 0000
62 50 1 1 176 141 4 3 0 0000
31 20 1 0 141 124 3 -3 0 0000
43 18 1 1 142 159 -2 -3 1 0000
26 3 1 0 106 157 2 2 3 0000
12 6 0 0 126 107 0 -1 -1 0000
81 87 2 1 98 140 0 0 1 0000
13 12 0 0 79 116 2 -2 3 0000
54 37 1 1 64 150 -3 -1 1 0000
34 -23 1 0 74 97 -2 2 0 0000
19 23 0 0 -6 87 0 -1 3 0000
58 23 1 1 47 105 0 0 0 0000
62 36 1 1 14 74 -2 2 2 0000
88 50 2 1 -3 84 0 2 -1 0000
60 24 1 1 -7 73 -1 1 1 0000
46 50 1 1 -41 100 2 -2 3 0000
128 100 3 2 -68 60 3 -1 1 0000
30 14 1 0 -23 67 -1 -2 -1 0000
20 -14 0 0 -69 62 -3 -3 3 0000
34 5 1 0 -86 73 -3 -1 2 0000
46 67 1 1 -99 62 1 -1 2 0000
67 16 1 1 -94 72 2 1 7 0000
62 38 1 1 -111 58 -1 1 -2 0000
46 14 1 1 -138 26 1 0 1 0000
24 -8 0 0 -120 81 -1 3 -1 0000
83 62 2 1 -142 53 -1 -1 1 0000
77 55 2 1 -132 -9 0 -2 1 0000
28 15 1 0 -151 10 0 -1 0 0000
70 68 1 1 -173 47 1 0 1 0000
63 44 1 1 -134 -8 -2 -4 -2 0000
81 54 2 1 -158 27 -1 -1 3 0000
54 63 1 1 -211 -33 1 -1 -3 0000
15 39 0 0 -188 11 0 0 -1 0000
73 -1 1 1 -200 32 -2 1 1 0000
28 0 1 0 -171 -16 5 0 2 0000
65 59 1 1 -210 21 -1 0 -4 0000
100 85 2 1 -232 -12 -1 -3 2 0000
7 -1 0 0 -231 -39 -3 2 1 0000
96 94 2 1 -217 -6 1 -1 1 0000
90 71 2 1 -235 -29 0 0 0 0000
34 26 1 0 -251 -7 0 2 0 0000
42 26 1 1 -266 -39 -4 -1 -1 0000
29 33 1 0 -258 -75 -2 1 -2 0000
32 -8 1 0 -236 -44 0 4 2 0000
67 34 1 1 -276 -40 0 1 0 0000
23 -15 0 0 -268 -62 1 -1 -2 0000
44 11 1 1 -252 -50 0 -1 0 0000
45 28 1 1 -264 -73 2 0 0 0000
47 52 1 1 -269 -45 -1 -2 0 0000
55 20 1 1 -276 -100 -2 1 2 0000
97 70 2 1 -290 -96 0 -4 4 0000
36 14 1 0 -289 -95 2 1 -1 0000
26 34 1 0 -284 -123 2 0 -3 0000
73 53 1 1 -284 -81 -3 0 -1 0000
61 34 1 1 -267 -81 -2 -2 2 0000
57 11 1 1 -280 -93 4 1 -2 0000
67 46 1 1 -293 -107 3 -2 0 0000
7 24 0 0 -284 -130 -2 0 -2 0000
82 7 2 1 -286 -118 0 -2 0 0000
63 12 1 1 -312 -68 -2 2 -2 0000
78 38 2 1 -295 -80 -1 3 0 0000
32 59 1 0 -305 -124 -1 3 1 0000
-6 -13 0 0 -299 -132 -1 0 0 0000
35 14 1 0 -307 -81 -2 -2 0 0000
22 13 0 0 -288 -140 1 4 -1 0000
116 85 2 1 -272 -124 2 0 -1 0000
37 7 1 0 -278 -158 2 -1 0 0000
43 25 1 1 -287 -131 2 0 -1 0000
82 27 2 1 -290 -137 1 -1 2 0000
68 72 1 1 -329 -159 1 0 -2 0000
70 63 1 1 -310 -140 1 0 0 0000
129 86 3 2 -262 -142 -1 -1 0 0000
